scan,method,floor,thresh,fg,count
Order_198,guarded_otsu->bg+8mad,0.35,47.4,0.0233,1154
Order_198,guarded_otsu->bg+8mad,0.25,47.4,0.0233,1156
Order_198,guarded_otsu->bg+8mad,0.2,47.4,0.0233,1157
Order_198,guarded_otsu->bg+8mad,0.15,47.4,0.0233,1158
Order_799,otsu,0.6,52.9,0.0223,828
Order_799,otsu,0.35,52.9,0.0223,829
Order_799,otsu,0.25,52.9,0.0223,829
Order_799,otsu,0.2,52.9,0.0223,829
Order_799,otsu,0.15,52.9,0.0223,829
Order_799,triangle,0.6,26.0,0.0366,751
Order_799,triangle,0.35,26.0,0.0366,751
Order_799,triangle,0.25,26.0,0.0366,751
Order_799,triangle,0.2,26.0,0.0366,753
Order_799,triangle,0.15,26.0,0.0366,757
Order_799,yen,0.6,31.4,0.0254,797
Order_799,yen,0.35,31.4,0.0254,797
Order_799,yen,0.25,31.4,0.0254,797
Order_799,yen,0.2,31.4,0.0254,797
Order_799,yen,0.15,31.4,0.0254,798
Order_799,fixed_62,0.6,62.0,0.0205,842
Order_799,fixed_62,0.35,62.0,0.0205,842
Order_799,fixed_62,0.25,62.0,0.0205,843
Order_799,fixed_62,0.2,62.0,0.0205,843
Order_799,fixed_62,0.15,62.0,0.0205,843
Order_799,bg+6mad,0.6,36.1,0.0245,811
Order_799,bg+6mad,0.35,36.1,0.0245,811
Order_799,bg+6mad,0.25,36.1,0.0245,811
Order_799,bg+6mad,0.2,36.1,0.0245,811
Order_799,bg+6mad,0.15,36.1,0.0245,811
Order_799,bg+8mad,0.6,42.1,0.0238,820
Order_799,bg+8mad,0.35,42.1,0.0238,820
Order_799,bg+8mad,0.25,42.1,0.0238,820
Order_799,bg+8mad,0.2,42.1,0.0238,820
Order_799,bg+8mad,0.15,42.1,0.0238,820
Order_799,guarded_otsu->fixed_62,0.6,52.9,0.0223,828
Order_799,guarded_otsu->fixed_62,0.35,52.9,0.0223,829
Order_799,guarded_otsu->fixed_62,0.25,52.9,0.0223,829
Order_799,guarded_otsu->fixed_62,0.2,52.9,0.0223,829
Order_799,guarded_otsu->fixed_62,0.15,52.9,0.0223,829
Order_799,guarded_otsu->bg+8mad,0.6,52.9,0.0223,828
Order_799,guarded_otsu->bg+8mad,0.35,52.9,0.0223,829
Order_799,guarded_otsu->bg+8mad,0.25,52.9,0.0223,829
Order_799,guarded_otsu->bg+8mad,0.2,52.9,0.0223,829
Order_799,guarded_otsu->bg+8mad,0.15,52.9,0.0223,829
Order_343,otsu,0.6,47.5,0.0265,1171
Order_343,otsu,0.35,47.5,0.0265,1172
Order_343,otsu,0.25,47.5,0.0265,1172
Order_343,otsu,0.2,47.5,0.0265,1172
Order_343,otsu,0.15,47.5,0.0265,1173
Order_343,triangle,0.6,26.3,0.031,1105
Order_343,triangle,0.35,26.3,0.031,1108
Order_343,triangle,0.25,26.3,0.031,1109
Order_343,triangle,0.2,26.3,0.031,1110
Order_343,triangle,0.15,26.3,0.031,1111
Order_343,yen,0.6,25.7,0.0311,1104
Order_343,yen,0.35,25.7,0.0311,1107
Order_343,yen,0.25,25.7,0.0311,1108
Order_343,yen,0.2,25.7,0.0311,1109
Order_343,yen,0.15,25.7,0.0311,1110
Order_343,fixed_62,0.6,62.0,0.0219,1190
Order_343,fixed_62,0.35,62.0,0.0219,1194
Order_343,fixed_62,0.25,62.0,0.0219,1194
Order_343,fixed_62,0.2,62.0,0.0219,1194
Order_343,fixed_62,0.15,62.0,0.0219,1195
Order_343,bg+6mad,0.6,34.2,0.0292,1136
Order_343,bg+6mad,0.35,34.2,0.0292,1138
Order_343,bg+6mad,0.25,34.2,0.0292,1139
Order_343,bg+6mad,0.2,34.2,0.0292,1140
Order_343,bg+6mad,0.15,34.2,0.0292,1141
Order_343,bg+8mad,0.6,39.1,0.0283,1151
Order_343,bg+8mad,0.35,39.1,0.0283,1152
Order_343,bg+8mad,0.25,39.1,0.0283,1152
Order_343,bg+8mad,0.2,39.1,0.0283,1153
Order_343,bg+8mad,0.15,39.1,0.0283,1154
Order_343,guarded_otsu->fixed_62,0.6,47.5,0.0265,1171
Order_343,guarded_otsu->fixed_62,0.35,47.5,0.0265,1172
Order_343,guarded_otsu->fixed_62,0.25,47.5,0.0265,1172
Order_343,guarded_otsu->fixed_62,0.2,47.5,0.0265,1172
Order_343,guarded_otsu->fixed_62,0.15,47.5,0.0265,1173
Order_343,guarded_otsu->bg+8mad,0.6,47.5,0.0265,1171
Order_343,guarded_otsu->bg+8mad,0.35,47.5,0.0265,1172
Order_343,guarded_otsu->bg+8mad,0.25,47.5,0.0265,1172
Order_343,guarded_otsu->bg+8mad,0.2,47.5,0.0265,1172
Order_343,guarded_otsu->bg+8mad,0.15,47.5,0.0265,1173
Order_354,otsu,0.6,47.6,0.0224,946
Order_354,otsu,0.35,47.6,0.0224,947
Order_354,otsu,0.25,47.6,0.0224,947
Order_354,otsu,0.2,47.6,0.0224,947
Order_354,otsu,0.15,47.6,0.0224,948
Order_354,triangle,0.6,26.3,0.0259,885
Order_354,triangle,0.35,26.3,0.0259,886
Order_354,triangle,0.25,26.3,0.0259,887
Order_354,triangle,0.2,26.3,0.0259,888
Order_354,triangle,0.15,26.3,0.0259,888
Order_354,yen,0.6,25.7,0.026,884
Order_354,yen,0.35,25.7,0.026,885
Order_354,yen,0.25,25.7,0.026,886
Order_354,yen,0.2,25.7,0.026,887
Order_354,yen,0.15,25.7,0.026,887
Order_354,fixed_62,0.6,62.0,0.0186,961
Order_354,fixed_62,0.35,62.0,0.0186,968
Order_354,fixed_62,0.25,62.0,0.0186,970
Order_354,fixed_62,0.2,62.0,0.0186,971
Order_354,fixed_62,0.15,62.0,0.0186,972
Order_354,bg+6mad,0.6,34.2,0.0246,915
Order_354,bg+6mad,0.35,34.2,0.0246,915
Order_354,bg+6mad,0.25,34.2,0.0246,916
Order_354,bg+6mad,0.2,34.2,0.0246,917
Order_354,bg+6mad,0.15,34.2,0.0246,918
Order_354,bg+8mad,0.6,39.1,0.0238,926
Order_354,bg+8mad,0.35,39.1,0.0238,927
Order_354,bg+8mad,0.25,39.1,0.0238,927
Order_354,bg+8mad,0.2,39.1,0.0238,928
Order_354,bg+8mad,0.15,39.1,0.0238,929
Order_354,guarded_otsu->fixed_62,0.6,47.6,0.0224,946
Order_354,guarded_otsu->fixed_62,0.35,47.6,0.0224,947
Order_354,guarded_otsu->fixed_62,0.25,47.6,0.0224,947
Order_354,guarded_otsu->fixed_62,0.2,47.6,0.0224,947
Order_354,guarded_otsu->fixed_62,0.15,47.6,0.0224,948
Order_354,guarded_otsu->bg+8mad,0.6,47.6,0.0224,946
Order_354,guarded_otsu->bg+8mad,0.35,47.6,0.0224,947
Order_354,guarded_otsu->bg+8mad,0.25,47.6,0.0224,947
Order_354,guarded_otsu->bg+8mad,0.2,47.6,0.0224,947
Order_354,guarded_otsu->bg+8mad,0.15,47.6,0.0224,948
Order_120,otsu,0.6,47.2,0.0232,927
Order_120,otsu,0.35,47.2,0.0232,930
Order_120,otsu,0.25,47.2,0.0232,931
Order_120,otsu,0.2,47.2,0.0232,931
Order_120,otsu,0.15,47.2,0.0232,932
Order_120,triangle,0.6,26.7,0.0266,868
Order_120,triangle,0.35,26.7,0.0266,872
Order_120,triangle,0.25,26.7,0.0266,873
Order_120,triangle,0.2,26.7,0.0266,873
Order_120,triangle,0.15,26.7,0.0266,876
Order_120,yen,0.6,27.3,0.0264,871
Order_120,yen,0.35,27.3,0.0264,875
Order_120,yen,0.25,27.3,0.0264,876
Order_120,yen,0.2,27.3,0.0264,876
Order_120,yen,0.15,27.3,0.0264,879
Order_120,fixed_62,0.6,62.0,0.0194,936
Order_120,fixed_62,0.35,62.0,0.0194,944
Order_120,fixed_62,0.25,62.0,0.0194,950
Order_120,fixed_62,0.2,62.0,0.0194,951
Order_120,fixed_62,0.15,62.0,0.0194,955
Order_120,bg+6mad,0.6,36.5,0.0249,900
Order_120,bg+6mad,0.35,36.5,0.0249,904
Order_120,bg+6mad,0.25,36.5,0.0249,905
Order_120,bg+6mad,0.2,36.5,0.0249,906
Order_120,bg+6mad,0.15,36.5,0.0249,906
Order_120,bg+8mad,0.6,42.4,0.024,912
Order_120,bg+8mad,0.35,42.4,0.024,916
Order_120,bg+8mad,0.25,42.4,0.024,916
Order_120,bg+8mad,0.2,42.4,0.024,917
Order_120,bg+8mad,0.15,42.4,0.024,918
Order_120,guarded_otsu->fixed_62,0.6,47.2,0.0232,927
Order_120,guarded_otsu->fixed_62,0.35,47.2,0.0232,930
Order_120,guarded_otsu->fixed_62,0.25,47.2,0.0232,931
Order_120,guarded_otsu->fixed_62,0.2,47.2,0.0232,931
Order_120,guarded_otsu->fixed_62,0.15,47.2,0.0232,932
Order_120,guarded_otsu->bg+8mad,0.6,47.2,0.0232,927
Order_120,guarded_otsu->bg+8mad,0.35,47.2,0.0232,930
Order_120,guarded_otsu->bg+8mad,0.25,47.2,0.0232,931
Order_120,guarded_otsu->bg+8mad,0.2,47.2,0.0232,931
Order_120,guarded_otsu->bg+8mad,0.15,47.2,0.0232,932
Order_654,otsu,0.6,52.8,0.0273,1104
Order_654,otsu,0.35,52.8,0.0273,1108
Order_654,otsu,0.25,52.8,0.0273,1109
Order_654,otsu,0.2,52.8,0.0273,1109
Order_654,otsu,0.15,52.8,0.0273,1109
Order_654,triangle,0.6,24.3,0.0322,1043
Order_654,triangle,0.35,24.3,0.0322,1045
Order_654,triangle,0.25,24.3,0.0322,1046
Order_654,triangle,0.2,24.3,0.0322,1050
Order_654,triangle,0.15,24.3,0.0322,1056
Order_654,yen,0.6,25.4,0.0316,1059
Order_654,yen,0.35,25.4,0.0316,1059
Order_654,yen,0.25,25.4,0.0316,1060
Order_654,yen,0.2,25.4,0.0316,1062
Order_654,yen,0.15,25.4,0.0316,1069
Order_654,fixed_62,0.6,62.0,0.0253,1116
Order_654,fixed_62,0.35,62.0,0.0253,1117
Order_654,fixed_62,0.25,62.0,0.0253,1117
Order_654,fixed_62,0.2,62.0,0.0253,1118
Order_654,fixed_62,0.15,62.0,0.0253,1119
Order_654,bg+6mad,0.6,35.8,0.0299,1084
Order_654,bg+6mad,0.35,35.8,0.0299,1084
Order_654,bg+6mad,0.25,35.8,0.0299,1084
Order_654,bg+6mad,0.2,35.8,0.0299,1084
Order_654,bg+6mad,0.15,35.8,0.0299,1084
Order_654,bg+8mad,0.6,41.7,0.0291,1094
Order_654,bg+8mad,0.35,41.7,0.0291,1095
Order_654,bg+8mad,0.25,41.7,0.0291,1095
Order_654,bg+8mad,0.2,41.7,0.0291,1095
Order_654,bg+8mad,0.15,41.7,0.0291,1095
Order_654,guarded_otsu->fixed_62,0.6,52.8,0.0273,1104
Order_654,guarded_otsu->fixed_62,0.35,52.8,0.0273,1108
Order_654,guarded_otsu->fixed_62,0.25,52.8,0.0273,1109
Order_654,guarded_otsu->fixed_62,0.2,52.8,0.0273,1109
Order_654,guarded_otsu->fixed_62,0.15,52.8,0.0273,1109
Order_654,guarded_otsu->bg+8mad,0.6,52.8,0.0273,1104
Order_654,guarded_otsu->bg+8mad,0.35,52.8,0.0273,1108
Order_654,guarded_otsu->bg+8mad,0.25,52.8,0.0273,1109
Order_654,guarded_otsu->bg+8mad,0.2,52.8,0.0273,1109
Order_654,guarded_otsu->bg+8mad,0.15,52.8,0.0273,1109
Order_643,otsu,0.6,48.3,0.0262,1263
Order_643,otsu,0.35,48.3,0.0262,1269
Order_643,otsu,0.25,48.3,0.0262,1271
Order_643,otsu,0.2,48.3,0.0262,1271
Order_643,otsu,0.15,48.3,0.0262,1271
Order_643,triangle,0.6,27.1,0.0303,1188
Order_643,triangle,0.35,27.1,0.0303,1189
Order_643,triangle,0.25,27.1,0.0303,1189
Order_643,triangle,0.2,27.1,0.0303,1189
Order_643,triangle,0.15,27.1,0.0303,1192
Order_643,yen,0.6,26.3,0.0307,1185
Order_643,yen,0.35,26.3,0.0307,1186
Order_643,yen,0.25,26.3,0.0307,1186
Order_643,yen,0.2,26.3,0.0307,1187
Order_643,yen,0.15,26.3,0.0307,1190
Order_643,fixed_62,0.6,62.0,0.0222,1268
Order_643,fixed_62,0.35,62.0,0.0222,1277
Order_643,fixed_62,0.25,62.0,0.0222,1281
Order_643,fixed_62,0.2,62.0,0.0222,1284
Order_643,fixed_62,0.15,62.0,0.0222,1285
Order_643,bg+6mad,0.6,36.8,0.0285,1234
Order_643,bg+6mad,0.35,36.8,0.0285,1238
Order_643,bg+6mad,0.25,36.8,0.0285,1238
Order_643,bg+6mad,0.2,36.8,0.0285,1238
Order_643,bg+6mad,0.15,36.8,0.0285,1238
Order_643,bg+8mad,0.6,42.7,0.0274,1246
Order_643,bg+8mad,0.35,42.7,0.0274,1252
Order_643,bg+8mad,0.25,42.7,0.0274,1253
Order_643,bg+8mad,0.2,42.7,0.0274,1253
Order_643,bg+8mad,0.15,42.7,0.0274,1253
Order_643,guarded_otsu->fixed_62,0.6,48.3,0.0262,1263
Order_643,guarded_otsu->fixed_62,0.35,48.3,0.0262,1269
Order_643,guarded_otsu->fixed_62,0.25,48.3,0.0262,1271
Order_643,guarded_otsu->fixed_62,0.2,48.3,0.0262,1271
Order_643,guarded_otsu->fixed_62,0.15,48.3,0.0262,1271
Order_643,guarded_otsu->bg+8mad,0.6,48.3,0.0262,1263
Order_643,guarded_otsu->bg+8mad,0.35,48.3,0.0262,1269
Order_643,guarded_otsu->bg+8mad,0.25,48.3,0.0262,1271
Order_643,guarded_otsu->bg+8mad,0.2,48.3,0.0262,1271
Order_643,guarded_otsu->bg+8mad,0.15,48.3,0.0262,1271
Order_402,otsu,0.6,49.3,0.0245,912
Order_402,otsu,0.35,49.3,0.0245,913
Order_402,otsu,0.25,49.3,0.0245,913
Order_402,otsu,0.2,49.3,0.0245,913
Order_402,otsu,0.15,49.3,0.0245,913
Order_402,triangle,0.6,27.0,0.0286,803
Order_402,triangle,0.35,27.0,0.0286,805
Order_402,triangle,0.25,27.0,0.0286,806
Order_402,triangle,0.2,27.0,0.0286,808
Order_402,triangle,0.15,27.0,0.0286,812
Order_402,yen,0.6,27.5,0.0283,814
Order_402,yen,0.35,27.5,0.0283,816
Order_402,yen,0.25,27.5,0.0283,816
Order_402,yen,0.2,27.5,0.0283,819
Order_402,yen,0.15,27.5,0.0283,820
Order_402,fixed_62,0.6,62.0,0.0211,934
Order_402,fixed_62,0.35,62.0,0.0211,936
Order_402,fixed_62,0.25,62.0,0.0211,936
Order_402,fixed_62,0.2,62.0,0.0211,937
Order_402,fixed_62,0.15,62.0,0.0211,937
Order_402,bg+6mad,0.6,37.8,0.0265,861
Order_402,bg+6mad,0.35,37.8,0.0265,862
Order_402,bg+6mad,0.25,37.8,0.0265,863
Order_402,bg+6mad,0.2,37.8,0.0265,863
Order_402,bg+6mad,0.15,37.8,0.0265,863
Order_402,bg+8mad,0.6,43.7,0.0255,888
Order_402,bg+8mad,0.35,43.7,0.0255,889
Order_402,bg+8mad,0.25,43.7,0.0255,889
Order_402,bg+8mad,0.2,43.7,0.0255,889
Order_402,bg+8mad,0.15,43.7,0.0255,889
Order_402,guarded_otsu->fixed_62,0.6,49.3,0.0245,912
Order_402,guarded_otsu->fixed_62,0.35,49.3,0.0245,913
Order_402,guarded_otsu->fixed_62,0.25,49.3,0.0245,913
Order_402,guarded_otsu->fixed_62,0.2,49.3,0.0245,913
Order_402,guarded_otsu->fixed_62,0.15,49.3,0.0245,913
Order_402,guarded_otsu->bg+8mad,0.6,49.3,0.0245,912
Order_402,guarded_otsu->bg+8mad,0.35,49.3,0.0245,913
Order_402,guarded_otsu->bg+8mad,0.25,49.3,0.0245,913
Order_402,guarded_otsu->bg+8mad,0.2,49.3,0.0245,913
Order_402,guarded_otsu->bg+8mad,0.15,49.3,0.0245,913
Order_7,otsu,0.6,48.5,0.0233,1036
Order_7,otsu,0.35,48.5,0.0233,1038
Order_7,otsu,0.25,48.5,0.0233,1040
Order_7,otsu,0.2,48.5,0.0233,1040
Order_7,otsu,0.15,48.5,0.0233,1042
Order_7,triangle,0.6,24.3,0.0275,993
Order_7,triangle,0.35,24.3,0.0275,994
Order_7,triangle,0.25,24.3,0.0275,994
Order_7,triangle,0.2,24.3,0.0275,995
Order_7,triangle,0.15,24.3,0.0275,1000
Order_7,yen,0.6,24.8,0.0272,999
Order_7,yen,0.35,24.8,0.0272,1000
Order_7,yen,0.25,24.8,0.0272,1000
Order_7,yen,0.2,24.8,0.0272,1001
Order_7,yen,0.15,24.8,0.0272,1005
Order_7,fixed_62,0.6,62.0,0.0201,1044
Order_7,fixed_62,0.35,62.0,0.0201,1045
Order_7,fixed_62,0.25,62.0,0.0201,1046
Order_7,fixed_62,0.2,62.0,0.0201,1046
Order_7,fixed_62,0.15,62.0,0.0201,1046
Order_7,bg+6mad,0.6,35.5,0.0254,1013
Order_7,bg+6mad,0.35,35.5,0.0254,1016
Order_7,bg+6mad,0.25,35.5,0.0254,1016
Order_7,bg+6mad,0.2,35.5,0.0254,1016
Order_7,bg+6mad,0.15,35.5,0.0254,1017
Order_7,bg+8mad,0.6,41.4,0.0245,1027
Order_7,bg+8mad,0.35,41.4,0.0245,1030
Order_7,bg+8mad,0.25,41.4,0.0245,1030
Order_7,bg+8mad,0.2,41.4,0.0245,1030
Order_7,bg+8mad,0.15,41.4,0.0245,1031
Order_7,guarded_otsu->fixed_62,0.6,48.5,0.0233,1036
Order_7,guarded_otsu->fixed_62,0.35,48.5,0.0233,1038
Order_7,guarded_otsu->fixed_62,0.25,48.5,0.0233,1040
Order_7,guarded_otsu->fixed_62,0.2,48.5,0.0233,1040
Order_7,guarded_otsu->fixed_62,0.15,48.5,0.0233,1042
Order_7,guarded_otsu->bg+8mad,0.6,48.5,0.0233,1036
Order_7,guarded_otsu->bg+8mad,0.35,48.5,0.0233,1038
Order_7,guarded_otsu->bg+8mad,0.25,48.5,0.0233,1040
Order_7,guarded_otsu->bg+8mad,0.2,48.5,0.0233,1040
Order_7,guarded_otsu->bg+8mad,0.15,48.5,0.0233,1042
Order_385,otsu,0.6,48.2,0.0294,1551
Order_385,otsu,0.35,48.2,0.0294,1556
Order_385,otsu,0.25,48.2,0.0294,1556
Order_385,otsu,0.2,48.2,0.0294,1556
Order_385,otsu,0.15,48.2,0.0294,1556
Order_385,triangle,0.6,25.3,0.0345,1435
Order_385,triangle,0.35,25.3,0.0345,1436
Order_385,triangle,0.25,25.3,0.0345,1439
Order_385,triangle,0.2,25.3,0.0345,1440
Order_385,triangle,0.15,25.3,0.0345,1442
Order_385,yen,0.6,25.8,0.0342,1444
Order_385,yen,0.35,25.8,0.0342,1445
Order_385,yen,0.25,25.8,0.0342,1447
Order_385,yen,0.2,25.8,0.0342,1447
Order_385,yen,0.15,25.8,0.0342,1451
Order_385,fixed_62,0.6,62.0,0.0251,1600
Order_385,fixed_62,0.35,62.0,0.0251,1606
Order_385,fixed_62,0.25,62.0,0.0251,1607
Order_385,fixed_62,0.2,62.0,0.0251,1607
Order_385,fixed_62,0.15,62.0,0.0251,1607
Order_385,bg+6mad,0.6,36.5,0.0318,1499
Order_385,bg+6mad,0.35,36.5,0.0318,1502
Order_385,bg+6mad,0.25,36.5,0.0318,1502
Order_385,bg+6mad,0.2,36.5,0.0318,1503
Order_385,bg+6mad,0.15,36.5,0.0318,1503
Order_385,bg+8mad,0.6,42.4,0.0307,1518
Order_385,bg+8mad,0.35,42.4,0.0307,1521
Order_385,bg+8mad,0.25,42.4,0.0307,1521
Order_385,bg+8mad,0.2,42.4,0.0307,1521
Order_385,bg+8mad,0.15,42.4,0.0307,1522
Order_385,guarded_otsu->fixed_62,0.6,48.2,0.0294,1551
Order_385,guarded_otsu->fixed_62,0.35,48.2,0.0294,1556
Order_385,guarded_otsu->fixed_62,0.25,48.2,0.0294,1556
Order_385,guarded_otsu->fixed_62,0.2,48.2,0.0294,1556
Order_385,guarded_otsu->fixed_62,0.15,48.2,0.0294,1556
Order_385,guarded_otsu->bg+8mad,0.6,48.2,0.0294,1551
Order_385,guarded_otsu->bg+8mad,0.35,48.2,0.0294,1556
Order_385,guarded_otsu->bg+8mad,0.25,48.2,0.0294,1556
Order_385,guarded_otsu->bg+8mad,0.2,48.2,0.0294,1556
Order_385,guarded_otsu->bg+8mad,0.15,48.2,0.0294,1556
Order_310,otsu,0.6,49.2,0.0263,1381
Order_310,otsu,0.35,49.2,0.0263,1386
Order_310,otsu,0.25,49.2,0.0263,1387
Order_310,otsu,0.2,49.2,0.0263,1387
Order_310,otsu,0.15,49.2,0.0263,1389
Order_310,triangle,0.6,27.8,0.0304,1335
Order_310,triangle,0.35,27.8,0.0304,1337
Order_310,triangle,0.25,27.8,0.0304,1338
Order_310,triangle,0.2,27.8,0.0304,1343
Order_310,triangle,0.15,27.8,0.0304,1346
Order_310,yen,0.6,27.2,0.0306,1330
Order_310,yen,0.35,27.2,0.0306,1332
Order_310,yen,0.25,27.2,0.0306,1333
Order_310,yen,0.2,27.2,0.0306,1338
Order_310,yen,0.15,27.2,0.0306,1342
Order_310,fixed_62,0.6,62.0,0.0226,1379
Order_310,fixed_62,0.35,62.0,0.0226,1391
Order_310,fixed_62,0.25,62.0,0.0226,1392
Order_310,fixed_62,0.2,62.0,0.0226,1397
Order_310,fixed_62,0.15,62.0,0.0226,1398
Order_310,bg+6mad,0.6,37.8,0.0284,1361
Order_310,bg+6mad,0.35,37.8,0.0284,1362
Order_310,bg+6mad,0.25,37.8,0.0284,1363
Order_310,bg+6mad,0.2,37.8,0.0284,1365
Order_310,bg+6mad,0.15,37.8,0.0284,1365
Order_310,bg+8mad,0.6,43.7,0.0274,1374
Order_310,bg+8mad,0.35,43.7,0.0274,1379
Order_310,bg+8mad,0.25,43.7,0.0274,1380
Order_310,bg+8mad,0.2,43.7,0.0274,1380
Order_310,bg+8mad,0.15,43.7,0.0274,1382
Order_310,guarded_otsu->fixed_62,0.6,49.2,0.0263,1381
Order_310,guarded_otsu->fixed_62,0.35,49.2,0.0263,1386
Order_310,guarded_otsu->fixed_62,0.25,49.2,0.0263,1387
Order_310,guarded_otsu->fixed_62,0.2,49.2,0.0263,1387
Order_310,guarded_otsu->fixed_62,0.15,49.2,0.0263,1389
Order_310,guarded_otsu->bg+8mad,0.6,49.2,0.0263,1381
Order_310,guarded_otsu->bg+8mad,0.35,49.2,0.0263,1386
Order_310,guarded_otsu->bg+8mad,0.25,49.2,0.0263,1387
Order_310,guarded_otsu->bg+8mad,0.2,49.2,0.0263,1387
Order_310,guarded_otsu->bg+8mad,0.15,49.2,0.0263,1389
Order_651,otsu,0.6,53.7,0.0275,1021
Order_651,otsu,0.35,53.7,0.0275,1022
Order_651,otsu,0.25,53.7,0.0275,1022
Order_651,otsu,0.2,53.7,0.0275,1022
Order_651,otsu,0.15,53.7,0.0275,1022
Order_651,triangle,0.6,26.7,0.0323,950
Order_651,triangle,0.35,26.7,0.0323,951
Order_651,triangle,0.25,26.7,0.0323,952
Order_651,triangle,0.2,26.7,0.0323,952
Order_651,triangle,0.15,26.7,0.0323,953
Order_651,yen,0.6,26.1,0.0326,944
Order_651,yen,0.35,26.1,0.0326,945
Order_651,yen,0.25,26.1,0.0326,946
Order_651,yen,0.2,26.1,0.0326,946
Order_651,yen,0.15,26.1,0.0326,948
Order_651,fixed_62,0.6,62.0,0.0256,1033
Order_651,fixed_62,0.35,62.0,0.0256,1034
Order_651,fixed_62,0.25,62.0,0.0256,1035
Order_651,fixed_62,0.2,62.0,0.0256,1035
Order_651,fixed_62,0.15,62.0,0.0256,1035
Order_651,bg+6mad,0.6,34.5,0.0308,986
Order_651,bg+6mad,0.35,34.5,0.0308,986
Order_651,bg+6mad,0.25,34.5,0.0308,987
Order_651,bg+6mad,0.2,34.5,0.0308,987
Order_651,bg+6mad,0.15,34.5,0.0308,988
Order_651,bg+8mad,0.6,39.4,0.03,991
Order_651,bg+8mad,0.35,39.4,0.03,992
Order_651,bg+8mad,0.25,39.4,0.03,992
Order_651,bg+8mad,0.2,39.4,0.03,993
Order_651,bg+8mad,0.15,39.4,0.03,993
Order_651,guarded_otsu->fixed_62,0.6,53.7,0.0275,1021
Order_651,guarded_otsu->fixed_62,0.35,53.7,0.0275,1022
Order_651,guarded_otsu->fixed_62,0.25,53.7,0.0275,1022
Order_651,guarded_otsu->fixed_62,0.2,53.7,0.0275,1022
Order_651,guarded_otsu->fixed_62,0.15,53.7,0.0275,1022
Order_651,guarded_otsu->bg+8mad,0.6,53.7,0.0275,1021
Order_651,guarded_otsu->bg+8mad,0.35,53.7,0.0275,1022
Order_651,guarded_otsu->bg+8mad,0.25,53.7,0.0275,1022
Order_651,guarded_otsu->bg+8mad,0.2,53.7,0.0275,1022
Order_651,guarded_otsu->bg+8mad,0.15,53.7,0.0275,1022
Order_389,otsu,0.6,52.5,0.0232,816
Order_389,otsu,0.35,52.5,0.0232,817
Order_389,otsu,0.25,52.5,0.0232,817
Order_389,otsu,0.2,52.5,0.0232,818
Order_389,otsu,0.15,52.5,0.0232,818
Order_389,triangle,0.6,26.7,0.027,758
Order_389,triangle,0.35,26.7,0.027,758
Order_389,triangle,0.25,26.7,0.027,758
Order_389,triangle,0.2,26.7,0.027,758
Order_389,triangle,0.15,26.7,0.027,762
Order_389,yen,0.6,27.9,0.0268,765
Order_389,yen,0.35,27.9,0.0268,765
Order_389,yen,0.25,27.9,0.0268,765
Order_389,yen,0.2,27.9,0.0268,765
Order_389,yen,0.15,27.9,0.0268,767
Order_389,fixed_62,0.6,62.0,0.0213,826
Order_389,fixed_62,0.35,62.0,0.0213,827
Order_389,fixed_62,0.25,62.0,0.0213,827
Order_389,fixed_62,0.2,62.0,0.0213,827
Order_389,fixed_62,0.15,62.0,0.0213,827
Order_389,bg+6mad,0.6,36.5,0.0255,788
Order_389,bg+6mad,0.35,36.5,0.0255,788
Order_389,bg+6mad,0.25,36.5,0.0255,788
Order_389,bg+6mad,0.2,36.5,0.0255,788
Order_389,bg+6mad,0.15,36.5,0.0255,788
Order_389,bg+8mad,0.6,42.4,0.0247,797
Order_389,bg+8mad,0.35,42.4,0.0247,797
Order_389,bg+8mad,0.25,42.4,0.0247,797
Order_389,bg+8mad,0.2,42.4,0.0247,797
Order_389,bg+8mad,0.15,42.4,0.0247,797
Order_389,guarded_otsu->fixed_62,0.6,52.5,0.0232,816
Order_389,guarded_otsu->fixed_62,0.35,52.5,0.0232,817
Order_389,guarded_otsu->fixed_62,0.25,52.5,0.0232,817
Order_389,guarded_otsu->fixed_62,0.2,52.5,0.0232,818
Order_389,guarded_otsu->fixed_62,0.15,52.5,0.0232,818
Order_389,guarded_otsu->bg+8mad,0.6,52.5,0.0232,816
Order_389,guarded_otsu->bg+8mad,0.35,52.5,0.0232,817
Order_389,guarded_otsu->bg+8mad,0.25,52.5,0.0232,817
Order_389,guarded_otsu->bg+8mad,0.2,52.5,0.0232,818
Order_389,guarded_otsu->bg+8mad,0.15,52.5,0.0232,818
Order_313,otsu,0.6,48.2,0.0246,1190
Order_313,otsu,0.35,48.2,0.0246,1193
Order_313,otsu,0.25,48.2,0.0246,1194
Order_313,otsu,0.2,48.2,0.0246,1194
Order_313,otsu,0.15,48.2,0.0246,1194
Order_313,triangle,0.6,27.0,0.0284,1131
Order_313,triangle,0.35,27.0,0.0284,1132
Order_313,triangle,0.25,27.0,0.0284,1133
Order_313,triangle,0.2,27.0,0.0284,1134
Order_313,triangle,0.15,27.0,0.0284,1135
Order_313,yen,0.6,26.4,0.0286,1125
Order_313,yen,0.35,26.4,0.0286,1126
Order_313,yen,0.25,26.4,0.0286,1127
Order_313,yen,0.2,26.4,0.0286,1128
Order_313,yen,0.15,26.4,0.0286,1129
Order_313,fixed_62,0.6,62.0,0.0208,1200
