scan,method,floor,thresh,fg,count
Order_313,fixed_62,0.35,62.0,0.0208,1204
Order_313,fixed_62,0.25,62.0,0.0208,1205
Order_313,fixed_62,0.2,62.0,0.0208,1205
Order_313,fixed_62,0.15,62.0,0.0208,1205
Order_313,bg+6mad,0.6,36.5,0.0267,1168
Order_313,bg+6mad,0.35,36.5,0.0267,1170
Order_313,bg+6mad,0.25,36.5,0.0267,1170
Order_313,bg+6mad,0.2,36.5,0.0267,1172
Order_313,bg+6mad,0.15,36.5,0.0267,1172
Order_313,bg+8mad,0.6,42.4,0.0257,1175
Order_313,bg+8mad,0.35,42.4,0.0257,1177
Order_313,bg+8mad,0.25,42.4,0.0257,1178
Order_313,bg+8mad,0.2,42.4,0.0257,1178
Order_313,bg+8mad,0.15,42.4,0.0257,1180
Order_313,guarded_otsu->fixed_62,0.6,48.2,0.0246,1190
Order_313,guarded_otsu->fixed_62,0.35,48.2,0.0246,1193
Order_313,guarded_otsu->fixed_62,0.25,48.2,0.0246,1194
Order_313,guarded_otsu->fixed_62,0.2,48.2,0.0246,1194
Order_313,guarded_otsu->fixed_62,0.15,48.2,0.0246,1194
Order_313,guarded_otsu->bg+8mad,0.6,48.2,0.0246,1190
Order_313,guarded_otsu->bg+8mad,0.35,48.2,0.0246,1193
Order_313,guarded_otsu->bg+8mad,0.25,48.2,0.0246,1194
Order_313,guarded_otsu->bg+8mad,0.2,48.2,0.0246,1194
Order_313,guarded_otsu->bg+8mad,0.15,48.2,0.0246,1194
Order_4,otsu,0.6,46.8,0.0234,1019
Order_4,otsu,0.35,46.8,0.0234,1023
Order_4,otsu,0.25,46.8,0.0234,1025
Order_4,otsu,0.2,46.8,0.0234,1026
Order_4,otsu,0.15,46.8,0.0234,1028
Order_4,triangle,0.6,26.5,0.0273,977
Order_4,triangle,0.35,26.5,0.0273,980
Order_4,triangle,0.25,26.5,0.0273,984
Order_4,triangle,0.2,26.5,0.0273,985
Order_4,triangle,0.15,26.5,0.0273,989
Order_4,yen,0.6,26.5,0.0273,977
Order_4,yen,0.35,26.5,0.0273,980
Order_4,yen,0.25,26.5,0.0273,984
Order_4,yen,0.2,26.5,0.0273,985
Order_4,yen,0.15,26.5,0.0273,989
Order_4,fixed_62,0.6,62.0,0.0189,1022
Order_4,fixed_62,0.35,62.0,0.0189,1034
Order_4,fixed_62,0.25,62.0,0.0189,1038
Order_4,fixed_62,0.2,62.0,0.0189,1039
Order_4,fixed_62,0.15,62.0,0.0189,1039
Order_4,bg+6mad,0.6,37.1,0.0252,996
Order_4,bg+6mad,0.35,37.1,0.0252,999
Order_4,bg+6mad,0.25,37.1,0.0252,1000
Order_4,bg+6mad,0.2,37.1,0.0252,1002
Order_4,bg+6mad,0.15,37.1,0.0252,1002
Order_4,bg+8mad,0.6,43.1,0.0241,1010
Order_4,bg+8mad,0.35,43.1,0.0241,1012
Order_4,bg+8mad,0.25,43.1,0.0241,1015
Order_4,bg+8mad,0.2,43.1,0.0241,1016
Order_4,bg+8mad,0.15,43.1,0.0241,1017
Order_4,guarded_otsu->fixed_62,0.6,46.8,0.0234,1019
Order_4,guarded_otsu->fixed_62,0.35,46.8,0.0234,1023
Order_4,guarded_otsu->fixed_62,0.25,46.8,0.0234,1025
Order_4,guarded_otsu->fixed_62,0.2,46.8,0.0234,1026
Order_4,guarded_otsu->fixed_62,0.15,46.8,0.0234,1028
Order_4,guarded_otsu->bg+8mad,0.6,46.8,0.0234,1019
Order_4,guarded_otsu->bg+8mad,0.35,46.8,0.0234,1023
Order_4,guarded_otsu->bg+8mad,0.25,46.8,0.0234,1025
Order_4,guarded_otsu->bg+8mad,0.2,46.8,0.0234,1026
Order_4,guarded_otsu->bg+8mad,0.15,46.8,0.0234,1028
Order_659,otsu,0.6,51.7,0.0264,990
Order_659,otsu,0.35,51.7,0.0264,993
Order_659,otsu,0.25,51.7,0.0264,995
Order_659,otsu,0.2,51.7,0.0264,996
Order_659,otsu,0.15,51.7,0.0264,997
Order_659,triangle,0.6,27.0,0.0309,910
Order_659,triangle,0.35,27.0,0.0309,915
Order_659,triangle,0.25,27.0,0.0309,917
Order_659,triangle,0.2,27.0,0.0309,919
Order_659,triangle,0.15,27.0,0.0309,921
Order_659,yen,0.6,26.4,0.031,908
Order_659,yen,0.35,26.4,0.031,913
Order_659,yen,0.25,26.4,0.031,915
Order_659,yen,0.2,26.4,0.031,917
Order_659,yen,0.15,26.4,0.031,920
Order_659,fixed_62,0.6,62.0,0.0238,1014
Order_659,fixed_62,0.35,62.0,0.0238,1017
Order_659,fixed_62,0.25,62.0,0.0238,1017
Order_659,fixed_62,0.2,62.0,0.0238,1021
Order_659,fixed_62,0.15,62.0,0.0238,1021
Order_659,bg+6mad,0.6,34.5,0.0293,951
Order_659,bg+6mad,0.35,34.5,0.0293,956
Order_659,bg+6mad,0.25,34.5,0.0293,958
Order_659,bg+6mad,0.2,34.5,0.0293,960
Order_659,bg+6mad,0.15,34.5,0.0293,962
Order_659,bg+8mad,0.6,39.4,0.0286,960
Order_659,bg+8mad,0.35,39.4,0.0286,964
Order_659,bg+8mad,0.25,39.4,0.0286,965
Order_659,bg+8mad,0.2,39.4,0.0286,967
Order_659,bg+8mad,0.15,39.4,0.0286,968
Order_659,guarded_otsu->fixed_62,0.6,51.7,0.0264,990
Order_659,guarded_otsu->fixed_62,0.35,51.7,0.0264,993
Order_659,guarded_otsu->fixed_62,0.25,51.7,0.0264,995
Order_659,guarded_otsu->fixed_62,0.2,51.7,0.0264,996
Order_659,guarded_otsu->fixed_62,0.15,51.7,0.0264,997
Order_659,guarded_otsu->bg+8mad,0.6,51.7,0.0264,990
Order_659,guarded_otsu->bg+8mad,0.35,51.7,0.0264,993
Order_659,guarded_otsu->bg+8mad,0.25,51.7,0.0264,995
Order_659,guarded_otsu->bg+8mad,0.2,51.7,0.0264,996
Order_659,guarded_otsu->bg+8mad,0.15,51.7,0.0264,997
Order_764,otsu,0.6,49.7,0.0251,1328
Order_764,otsu,0.35,49.7,0.0251,1331
Order_764,otsu,0.25,49.7,0.0251,1332
Order_764,otsu,0.2,49.7,0.0251,1333
Order_764,otsu,0.15,49.7,0.0251,1333
Order_764,triangle,0.6,26.5,0.0293,1255
Order_764,triangle,0.35,26.5,0.0293,1259
Order_764,triangle,0.25,26.5,0.0293,1261
Order_764,triangle,0.2,26.5,0.0293,1261
Order_764,triangle,0.15,26.5,0.0293,1262
Order_764,yen,0.6,26.5,0.0293,1255
Order_764,yen,0.35,26.5,0.0293,1259
Order_764,yen,0.25,26.5,0.0293,1261
Order_764,yen,0.2,26.5,0.0293,1261
Order_764,yen,0.15,26.5,0.0293,1262
Order_764,fixed_62,0.6,62.0,0.0218,1332
Order_764,fixed_62,0.35,62.0,0.0218,1335
Order_764,fixed_62,0.25,62.0,0.0218,1337
Order_764,fixed_62,0.2,62.0,0.0218,1338
Order_764,fixed_62,0.15,62.0,0.0218,1338
Order_764,bg+6mad,0.6,34.5,0.0276,1295
Order_764,bg+6mad,0.35,34.5,0.0276,1298
Order_764,bg+6mad,0.25,34.5,0.0276,1300
Order_764,bg+6mad,0.2,34.5,0.0276,1300
Order_764,bg+6mad,0.15,34.5,0.0276,1301
Order_764,bg+8mad,0.6,39.4,0.0269,1311
Order_764,bg+8mad,0.35,39.4,0.0269,1314
Order_764,bg+8mad,0.25,39.4,0.0269,1314
Order_764,bg+8mad,0.2,39.4,0.0269,1316
Order_764,bg+8mad,0.15,39.4,0.0269,1317
Order_764,guarded_otsu->fixed_62,0.6,49.7,0.0251,1328
Order_764,guarded_otsu->fixed_62,0.35,49.7,0.0251,1331
Order_764,guarded_otsu->fixed_62,0.25,49.7,0.0251,1332
Order_764,guarded_otsu->fixed_62,0.2,49.7,0.0251,1333
Order_764,guarded_otsu->fixed_62,0.15,49.7,0.0251,1333
Order_764,guarded_otsu->bg+8mad,0.6,49.7,0.0251,1328
Order_764,guarded_otsu->bg+8mad,0.35,49.7,0.0251,1331
Order_764,guarded_otsu->bg+8mad,0.25,49.7,0.0251,1332
Order_764,guarded_otsu->bg+8mad,0.2,49.7,0.0251,1333
Order_764,guarded_otsu->bg+8mad,0.15,49.7,0.0251,1333
Order_452,otsu,0.6,52.5,0.0249,976
Order_452,otsu,0.35,52.5,0.0249,976
Order_452,otsu,0.25,52.5,0.0249,977
Order_452,otsu,0.2,52.5,0.0249,977
Order_452,otsu,0.15,52.5,0.0249,978
Order_452,triangle,0.6,27.0,0.0289,928
Order_452,triangle,0.35,27.0,0.0289,929
Order_452,triangle,0.25,27.0,0.0289,929
Order_452,triangle,0.2,27.0,0.0289,930
Order_452,triangle,0.15,27.0,0.0289,932
Order_452,yen,0.6,26.4,0.029,921
Order_452,yen,0.35,26.4,0.029,922
Order_452,yen,0.25,26.4,0.029,922
Order_452,yen,0.2,26.4,0.029,923
Order_452,yen,0.15,26.4,0.029,926
Order_452,fixed_62,0.6,62.0,0.0229,998
Order_452,fixed_62,0.35,62.0,0.0229,998
Order_452,fixed_62,0.25,62.0,0.0229,999
Order_452,fixed_62,0.2,62.0,0.0229,999
Order_452,fixed_62,0.15,62.0,0.0229,999
Order_452,bg+6mad,0.6,36.8,0.0272,951
Order_452,bg+6mad,0.35,36.8,0.0272,953
Order_452,bg+6mad,0.25,36.8,0.0272,953
Order_452,bg+6mad,0.2,36.8,0.0272,953
Order_452,bg+6mad,0.15,36.8,0.0272,953
Order_452,bg+8mad,0.6,42.7,0.0264,962
Order_452,bg+8mad,0.35,42.7,0.0264,963
Order_452,bg+8mad,0.25,42.7,0.0264,964
Order_452,bg+8mad,0.2,42.7,0.0264,964
Order_452,bg+8mad,0.15,42.7,0.0264,964
Order_452,guarded_otsu->fixed_62,0.6,52.5,0.0249,976
Order_452,guarded_otsu->fixed_62,0.35,52.5,0.0249,976
Order_452,guarded_otsu->fixed_62,0.25,52.5,0.0249,977
Order_452,guarded_otsu->fixed_62,0.2,52.5,0.0249,977
Order_452,guarded_otsu->fixed_62,0.15,52.5,0.0249,978
Order_452,guarded_otsu->bg+8mad,0.6,52.5,0.0249,976
Order_452,guarded_otsu->bg+8mad,0.35,52.5,0.0249,976
Order_452,guarded_otsu->bg+8mad,0.25,52.5,0.0249,977
Order_452,guarded_otsu->bg+8mad,0.2,52.5,0.0249,977
Order_452,guarded_otsu->bg+8mad,0.15,52.5,0.0249,978
Order_60,otsu,0.6,46.1,0.0205,1001
Order_60,otsu,0.35,46.1,0.0205,1009
Order_60,otsu,0.25,46.1,0.0205,1014
Order_60,otsu,0.2,46.1,0.0205,1016
Order_60,otsu,0.15,46.1,0.0205,1024
Order_60,triangle,0.6,25.3,0.0239,943
Order_60,triangle,0.35,25.3,0.0239,959
Order_60,triangle,0.25,25.3,0.0239,962
Order_60,triangle,0.2,25.3,0.0239,970
Order_60,triangle,0.15,25.3,0.0239,977
Order_60,yen,0.6,25.9,0.0238,946
Order_60,yen,0.35,25.9,0.0238,963
Order_60,yen,0.25,25.9,0.0238,966
Order_60,yen,0.2,25.9,0.0238,974
Order_60,yen,0.15,25.9,0.0238,980
Order_60,fixed_62,0.6,62.0,0.0164,985
Order_60,fixed_62,0.35,62.0,0.0164,1014
Order_60,fixed_62,0.25,62.0,0.0164,1022
Order_60,fixed_62,0.2,62.0,0.0164,1023
Order_60,fixed_62,0.15,62.0,0.0164,1029
Order_60,bg+6mad,0.6,36.5,0.022,974
Order_60,bg+6mad,0.35,36.5,0.022,986
Order_60,bg+6mad,0.25,36.5,0.022,991
Order_60,bg+6mad,0.2,36.5,0.022,996
Order_60,bg+6mad,0.15,36.5,0.022,1003
Order_60,bg+8mad,0.6,42.4,0.0211,991
Order_60,bg+8mad,0.35,42.4,0.0211,1001
Order_60,bg+8mad,0.25,42.4,0.0211,1007
Order_60,bg+8mad,0.2,42.4,0.0211,1009
Order_60,bg+8mad,0.15,42.4,0.0211,1014
Order_60,guarded_otsu->fixed_62,0.6,46.1,0.0205,1001
Order_60,guarded_otsu->fixed_62,0.35,46.1,0.0205,1009
Order_60,guarded_otsu->fixed_62,0.25,46.1,0.0205,1014
Order_60,guarded_otsu->fixed_62,0.2,46.1,0.0205,1016
Order_60,guarded_otsu->fixed_62,0.15,46.1,0.0205,1024
Order_60,guarded_otsu->bg+8mad,0.6,46.1,0.0205,1001
Order_60,guarded_otsu->bg+8mad,0.35,46.1,0.0205,1009
Order_60,guarded_otsu->bg+8mad,0.25,46.1,0.0205,1014
Order_60,guarded_otsu->bg+8mad,0.2,46.1,0.0205,1016
Order_60,guarded_otsu->bg+8mad,0.15,46.1,0.0205,1024
Order_105,otsu,0.6,48.2,0.0267,907
Order_105,otsu,0.35,48.2,0.0267,907
Order_105,otsu,0.25,48.2,0.0267,907
Order_105,otsu,0.2,48.2,0.0267,907
Order_105,otsu,0.15,48.2,0.0267,907
Order_105,triangle,0.6,25.4,0.0452,778
Order_105,triangle,0.35,25.4,0.0452,778
Order_105,triangle,0.25,25.4,0.0452,778
Order_105,triangle,0.2,25.4,0.0452,780
Order_105,triangle,0.15,25.4,0.0452,784
Order_105,yen,0.6,31.9,0.0299,851
Order_105,yen,0.35,31.9,0.0299,851
Order_105,yen,0.25,31.9,0.0299,851
Order_105,yen,0.2,31.9,0.0299,851
Order_105,yen,0.15,31.9,0.0299,853
Order_105,fixed_62,0.6,62.0,0.0228,919
Order_105,fixed_62,0.35,62.0,0.0228,920
Order_105,fixed_62,0.25,62.0,0.0228,920
Order_105,fixed_62,0.2,62.0,0.0228,920
Order_105,fixed_62,0.15,62.0,0.0228,920
Order_105,bg+6mad,0.6,36.1,0.0288,875
Order_105,bg+6mad,0.35,36.1,0.0288,875
Order_105,bg+6mad,0.25,36.1,0.0288,875
Order_105,bg+6mad,0.2,36.1,0.0288,875
Order_105,bg+6mad,0.15,36.1,0.0288,875
Order_105,bg+8mad,0.6,42.1,0.0278,891
Order_105,bg+8mad,0.35,42.1,0.0278,891
Order_105,bg+8mad,0.25,42.1,0.0278,891
Order_105,bg+8mad,0.2,42.1,0.0278,891
Order_105,bg+8mad,0.15,42.1,0.0278,891
Order_105,guarded_otsu->fixed_62,0.6,48.2,0.0267,907
Order_105,guarded_otsu->fixed_62,0.35,48.2,0.0267,907
Order_105,guarded_otsu->fixed_62,0.25,48.2,0.0267,907
Order_105,guarded_otsu->fixed_62,0.2,48.2,0.0267,907
Order_105,guarded_otsu->fixed_62,0.15,48.2,0.0267,907
Order_105,guarded_otsu->bg+8mad,0.6,48.2,0.0267,907
Order_105,guarded_otsu->bg+8mad,0.35,48.2,0.0267,907
Order_105,guarded_otsu->bg+8mad,0.25,48.2,0.0267,907
Order_105,guarded_otsu->bg+8mad,0.2,48.2,0.0267,907
Order_105,guarded_otsu->bg+8mad,0.15,48.2,0.0267,907
Order_73,otsu,0.6,47.8,0.0198,754
Order_73,otsu,0.35,47.8,0.0198,755
Order_73,otsu,0.25,47.8,0.0198,755
Order_73,otsu,0.2,47.8,0.0198,757
Order_73,otsu,0.15,47.8,0.0198,758
Order_73,triangle,0.6,27.6,0.0229,718
Order_73,triangle,0.35,27.6,0.0229,720
Order_73,triangle,0.25,27.6,0.0229,722
Order_73,triangle,0.2,27.6,0.0229,722
Order_73,triangle,0.15,27.6,0.0229,723
Order_73,yen,0.6,28.2,0.0228,723
Order_73,yen,0.35,28.2,0.0228,725
Order_73,yen,0.25,28.2,0.0228,727
Order_73,yen,0.2,28.2,0.0228,727
Order_73,yen,0.15,28.2,0.0228,728
Order_73,fixed_62,0.6,62.0,0.0165,761
Order_73,fixed_62,0.35,62.0,0.0165,764
Order_73,fixed_62,0.25,62.0,0.0165,764
Order_73,fixed_62,0.2,62.0,0.0165,765
Order_73,fixed_62,0.15,62.0,0.0165,766
Order_73,bg+6mad,0.6,37.8,0.0213,741
Order_73,bg+6mad,0.35,37.8,0.0213,741
Order_73,bg+6mad,0.25,37.8,0.0213,744
Order_73,bg+6mad,0.2,37.8,0.0213,744
Order_73,bg+6mad,0.15,37.8,0.0213,745
Order_73,bg+8mad,0.6,43.7,0.0205,750
Order_73,bg+8mad,0.35,43.7,0.0205,750
Order_73,bg+8mad,0.25,43.7,0.0205,750
Order_73,bg+8mad,0.2,43.7,0.0205,752
Order_73,bg+8mad,0.15,43.7,0.0205,753
Order_73,guarded_otsu->fixed_62,0.6,47.8,0.0198,754
Order_73,guarded_otsu->fixed_62,0.35,47.8,0.0198,755
Order_73,guarded_otsu->fixed_62,0.25,47.8,0.0198,755
Order_73,guarded_otsu->fixed_62,0.2,47.8,0.0198,757
Order_73,guarded_otsu->fixed_62,0.15,47.8,0.0198,758
Order_73,guarded_otsu->bg+8mad,0.6,47.8,0.0198,754
Order_73,guarded_otsu->bg+8mad,0.35,47.8,0.0198,755
Order_73,guarded_otsu->bg+8mad,0.25,47.8,0.0198,755
Order_73,guarded_otsu->bg+8mad,0.2,47.8,0.0198,757
Order_73,guarded_otsu->bg+8mad,0.15,47.8,0.0198,758
Order_598,otsu,0.6,49.5,0.0237,1054
Order_598,otsu,0.35,49.5,0.0237,1054
Order_598,otsu,0.25,49.5,0.0237,1054
Order_598,otsu,0.2,49.5,0.0237,1054
Order_598,otsu,0.15,49.5,0.0237,1054
Order_598,triangle,0.6,25.8,0.0394,841
Order_598,triangle,0.35,25.8,0.0394,841
Order_598,triangle,0.25,25.8,0.0394,841
Order_598,triangle,0.2,25.8,0.0394,843
Order_598,triangle,0.15,25.8,0.0394,849
Order_598,yen,0.6,31.7,0.0264,984
Order_598,yen,0.35,31.7,0.0264,984
Order_598,yen,0.25,31.7,0.0264,984
Order_598,yen,0.2,31.7,0.0264,984
Order_598,yen,0.15,31.7,0.0264,985
Order_598,fixed_62,0.6,62.0,0.021,1085
Order_598,fixed_62,0.35,62.0,0.021,1090
Order_598,fixed_62,0.25,62.0,0.021,1090
Order_598,fixed_62,0.2,62.0,0.021,1090
Order_598,fixed_62,0.15,62.0,0.021,1090
Order_598,bg+6mad,0.6,36.1,0.0255,1011
Order_598,bg+6mad,0.35,36.1,0.0255,1011
Order_598,bg+6mad,0.25,36.1,0.0255,1011
Order_598,bg+6mad,0.2,36.1,0.0255,1011
Order_598,bg+6mad,0.15,36.1,0.0255,1011
Order_598,bg+8mad,0.6,42.1,0.0248,1026
Order_598,bg+8mad,0.35,42.1,0.0248,1026
Order_598,bg+8mad,0.25,42.1,0.0248,1026
Order_598,bg+8mad,0.2,42.1,0.0248,1026
Order_598,bg+8mad,0.15,42.1,0.0248,1026
Order_598,guarded_otsu->fixed_62,0.6,49.5,0.0237,1054
Order_598,guarded_otsu->fixed_62,0.35,49.5,0.0237,1054
Order_598,guarded_otsu->fixed_62,0.25,49.5,0.0237,1054
Order_598,guarded_otsu->fixed_62,0.2,49.5,0.0237,1054
Order_598,guarded_otsu->fixed_62,0.15,49.5,0.0237,1054
Order_598,guarded_otsu->bg+8mad,0.6,49.5,0.0237,1054
Order_598,guarded_otsu->bg+8mad,0.35,49.5,0.0237,1054
Order_598,guarded_otsu->bg+8mad,0.25,49.5,0.0237,1054
Order_598,guarded_otsu->bg+8mad,0.2,49.5,0.0237,1054
Order_598,guarded_otsu->bg+8mad,0.15,49.5,0.0237,1054
Order_628,otsu,0.6,48.3,0.0212,815
Order_628,otsu,0.35,48.3,0.0212,815
Order_628,otsu,0.25,48.3,0.0212,816
Order_628,otsu,0.2,48.3,0.0212,816
Order_628,otsu,0.15,48.3,0.0212,817
Order_628,triangle,0.6,26.7,0.0246,755
Order_628,triangle,0.35,26.7,0.0246,756
Order_628,triangle,0.25,26.7,0.0246,758
Order_628,triangle,0.2,26.7,0.0246,759
Order_628,triangle,0.15,26.7,0.0246,761
Order_628,yen,0.6,26.1,0.0248,749
Order_628,yen,0.35,26.1,0.0248,750
Order_628,yen,0.25,26.1,0.0248,752
Order_628,yen,0.2,26.1,0.0248,753
Order_628,yen,0.15,26.1,0.0248,756
Order_628,fixed_62,0.6,62.0,0.0179,822
Order_628,fixed_62,0.35,62.0,0.0179,822
Order_628,fixed_62,0.25,62.0,0.0179,822
Order_628,fixed_62,0.2,62.0,0.0179,823
Order_628,fixed_62,0.15,62.0,0.0179,823
Order_628,bg+6mad,0.6,34.5,0.0233,791
Order_628,bg+6mad,0.35,34.5,0.0233,791
Order_628,bg+6mad,0.25,34.5,0.0233,793
Order_628,bg+6mad,0.2,34.5,0.0233,793
Order_628,bg+6mad,0.15,34.5,0.0233,795
Order_628,bg+8mad,0.6,39.4,0.0226,800
Order_628,bg+8mad,0.35,39.4,0.0226,800
Order_628,bg+8mad,0.25,39.4,0.0226,801
Order_628,bg+8mad,0.2,39.4,0.0226,802
Order_628,bg+8mad,0.15,39.4,0.0226,803
Order_628,guarded_otsu->fixed_62,0.6,48.3,0.0212,815
Order_628,guarded_otsu->fixed_62,0.35,48.3,0.0212,815
Order_628,guarded_otsu->fixed_62,0.25,48.3,0.0212,816
Order_628,guarded_otsu->fixed_62,0.2,48.3,0.0212,816
Order_628,guarded_otsu->fixed_62,0.15,48.3,0.0212,817
Order_628,guarded_otsu->bg+8mad,0.6,48.3,0.0212,815
Order_628,guarded_otsu->bg+8mad,0.35,48.3,0.0212,815
Order_628,guarded_otsu->bg+8mad,0.25,48.3,0.0212,816
Order_628,guarded_otsu->bg+8mad,0.2,48.3,0.0212,816
Order_628,guarded_otsu->bg+8mad,0.15,48.3,0.0212,817
Order_465,otsu,0.6,46.0,0.0259,965
Order_465,otsu,0.35,46.0,0.0259,965
Order_465,otsu,0.25,46.0,0.0259,965
Order_465,otsu,0.2,46.0,0.0259,965
Order_465,otsu,0.15,46.0,0.0259,966
Order_465,triangle,0.6,25.3,0.0323,879
Order_465,triangle,0.35,25.3,0.0323,879
Order_465,triangle,0.25,25.3,0.0323,882
Order_465,triangle,0.2,25.3,0.0323,885
Order_465,triangle,0.15,25.3,0.0323,886
Order_465,yen,0.6,26.4,0.0306,892
Order_465,yen,0.35,26.4,0.0306,893
Order_465,yen,0.25,26.4,0.0306,895
Order_465,yen,0.2,26.4,0.0306,895
Order_465,yen,0.15,26.4,0.0306,898
Order_465,fixed_62,0.6,62.0,0.0207,978
Order_465,fixed_62,0.35,62.0,0.0207,986
Order_465,fixed_62,0.25,62.0,0.0207,986
Order_465,fixed_62,0.2,62.0,0.0207,987
Order_465,fixed_62,0.15,62.0,0.0207,987
Order_465,bg+6mad,0.6,36.5,0.0278,939
Order_465,bg+6mad,0.35,36.5,0.0278,939
Order_465,bg+6mad,0.25,36.5,0.0278,939
Order_465,bg+6mad,0.2,36.5,0.0278,940
Order_465,bg+6mad,0.15,36.5,0.0278,940
Order_465,bg+8mad,0.6,42.4,0.0267,955
Order_465,bg+8mad,0.35,42.4,0.0267,955
Order_465,bg+8mad,0.25,42.4,0.0267,955
Order_465,bg+8mad,0.2,42.4,0.0267,955
Order_465,bg+8mad,0.15,42.4,0.0267,956
Order_465,guarded_otsu->fixed_62,0.6,46.0,0.0259,965
Order_465,guarded_otsu->fixed_62,0.35,46.0,0.0259,965
Order_465,guarded_otsu->fixed_62,0.25,46.0,0.0259,965
Order_465,guarded_otsu->fixed_62,0.2,46.0,0.0259,965
Order_465,guarded_otsu->fixed_62,0.15,46.0,0.0259,966
Order_465,guarded_otsu->bg+8mad,0.6,46.0,0.0259,965
Order_465,guarded_otsu->bg+8mad,0.35,46.0,0.0259,965
Order_465,guarded_otsu->bg+8mad,0.25,46.0,0.0259,965
Order_465,guarded_otsu->bg+8mad,0.2,46.0,0.0259,965
Order_465,guarded_otsu->bg+8mad,0.15,46.0,0.0259,966
Order_408,otsu,0.6,52.2,0.0239,1041
Order_408,otsu,0.35,52.2,0.0239,1042
Order_408,otsu,0.25,52.2,0.0239,1042
Order_408,otsu,0.2,52.2,0.0239,1042
Order_408,otsu,0.15,52.2,0.0239,1042
Order_408,triangle,0.6,26.7,0.0282,967
Order_408,triangle,0.35,26.7,0.0282,967
Order_408,triangle,0.25,26.7,0.0282,968
Order_408,triangle,0.2,26.7,0.0282,968
Order_408,triangle,0.15,26.7,0.0282,968
Order_408,yen,0.6,27.9,0.0279,974
Order_408,yen,0.35,27.9,0.0279,974
Order_408,yen,0.25,27.9,0.0279,974
Order_408,yen,0.2,27.9,0.0279,975
Order_408,yen,0.15,27.9,0.0279,975
Order_408,fixed_62,0.6,62.0,0.0218,1047
Order_408,fixed_62,0.35,62.0,0.0218,1057
Order_408,fixed_62,0.25,62.0,0.0218,1059
Order_408,fixed_62,0.2,62.0,0.0218,1060
Order_408,fixed_62,0.15,62.0,0.0218,1060
Order_408,bg+6mad,0.6,37.5,0.0262,1009
Order_408,bg+6mad,0.35,37.5,0.0262,1009
Order_408,bg+6mad,0.25,37.5,0.0262,1009
Order_408,bg+6mad,0.2,37.5,0.0262,1009
Order_408,bg+6mad,0.15,37.5,0.0262,1010
Order_408,bg+8mad,0.6,43.4,0.0253,1021
Order_408,bg+8mad,0.35,43.4,0.0253,1021
Order_408,bg+8mad,0.25,43.4,0.0253,1021
Order_408,bg+8mad,0.2,43.4,0.0253,1021
Order_408,bg+8mad,0.15,43.4,0.0253,1021
Order_408,guarded_otsu->fixed_62,0.6,52.2,0.0239,1041
Order_408,guarded_otsu->fixed_62,0.35,52.2,0.0239,1042
Order_408,guarded_otsu->fixed_62,0.25,52.2,0.0239,1042
Order_408,guarded_otsu->fixed_62,0.2,52.2,0.0239,1042
Order_408,guarded_otsu->fixed_62,0.15,52.2,0.0239,1042
Order_408,guarded_otsu->bg+8mad,0.6,52.2,0.0239,1041
Order_408,guarded_otsu->bg+8mad,0.35,52.2,0.0239,1042
Order_408,guarded_otsu->bg+8mad,0.25,52.2,0.0239,1042
Order_408,guarded_otsu->bg+8mad,0.2,52.2,0.0239,1042
Order_408,guarded_otsu->bg+8mad,0.15,52.2,0.0239,1042
Order_176,otsu,0.6,53.7,0.0273,1141
Order_176,otsu,0.35,53.7,0.0273,1141
Order_176,otsu,0.25,53.7,0.0273,1141
Order_176,otsu,0.2,53.7,0.0273,1141
Order_176,otsu,0.15,53.7,0.0273,1141
Order_176,triangle,0.6,25.3,0.0323,1066
Order_176,triangle,0.35,25.3,0.0323,1067
Order_176,triangle,0.25,25.3,0.0323,1068
Order_176,triangle,0.2,25.3,0.0323,1070
Order_176,triangle,0.15,25.3,0.0323,1073
Order_176,yen,0.6,26.0,0.032,1075
Order_176,yen,0.35,26.0,0.032,1076
Order_176,yen,0.25,26.0,0.032,1077
Order_176,yen,0.2,26.0,0.032,1079
Order_176,yen,0.15,26.0,0.032,1081
Order_176,fixed_62,0.6,62.0,0.0255,1151
Order_176,fixed_62,0.35,62.0,0.0255,1157
Order_176,fixed_62,0.25,62.0,0.0255,1157
Order_176,fixed_62,0.2,62.0,0.0255,1157
Order_176,fixed_62,0.15,62.0,0.0255,1157
Order_176,bg+6mad,0.6,33.8,0.0303,1109
Order_176,bg+6mad,0.35,33.8,0.0303,1109
Order_176,bg+6mad,0.25,33.8,0.0303,1110
Order_176,bg+6mad,0.2,33.8,0.0303,1111
Order_176,bg+6mad,0.15,33.8,0.0303,1113
Order_176,bg+8mad,0.6,38.8,0.0296,1116
Order_176,bg+8mad,0.35,38.8,0.0296,1116
Order_176,bg+8mad,0.25,38.8,0.0296,1116
Order_176,bg+8mad,0.2,38.8,0.0296,1117
Order_176,bg+8mad,0.15,38.8,0.0296,1119
Order_176,guarded_otsu->fixed_62,0.6,53.7,0.0273,1141
Order_176,guarded_otsu->fixed_62,0.35,53.7,0.0273,1141
Order_176,guarded_otsu->fixed_62,0.25,53.7,0.0273,1141
Order_176,guarded_otsu->fixed_62,0.2,53.7,0.0273,1141
Order_176,guarded_otsu->fixed_62,0.15,53.7,0.0273,1141
Order_176,guarded_otsu->bg+8mad,0.6,53.7,0.0273,1141
